course_id,course_title,course_title_english,course_description,subdomain_id,course_url
IEA0023,PENGOPERASIAN SISTEM AUDIO PRODUKSI TV,Operating TV Production Audio System,"This course offers a deep dive into Operating TV, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operating practices.",180,
IEA0024,PENGOPERASIAN SISTEM LINE ARRAY,Operation of the Array Line System,"This course offers a deep dive into Operation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operation practices.",174,https://www.dtims.intan.my/detail_course/6M96MtdLLmSBOn9P
IEA0025,PEMATUHAN TEKNIKAL RANTAIAN PENYIARAN,Technical compliance of the broadcast chain,"This course offers a deep dive into Technical compliance, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Technical practices.",181,
IIA0001,ARTIFICIAL INTELLIGENCE (AI) PROGRAMMING FOR AGRICULTURE APPLICATIONS,Artificial Intelligence (AI) Programming for Agriculture Applications,"This course offers a deep dive into Artificial Intelligence, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Artificial practices.",94,
IIA0002,"PENGURUSAN PEROLEHAN KERAJAAN (PEMBELIAN TERUS, SEBUTHARGA, TENDER & PENGURUSAN KONTRAK)","Government Procurement Management (Direct Purchase, Quotation, Tender & Contract Management)","This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
IIA0003,TEKNOLOGI IR 4.0 DALAM PERTANIAN KILANG TANAMAN,IR 4.0 Technology in Agriculture Plant Factory,"This course offers a deep dive into IR 4.0, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IR practices.",94,
IIA0004,TEKNIK PENULISAN DI MEDIA SOSIAL,Writing techniques on social media,"This course offers a deep dive into Writing techniques, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Writing practices.",35,
IIA0005,TEKNOLOGI PENGHASILAN BAJA ORGANIK,Organic fertilizer production technology,"This course offers a deep dive into Organic fertilizer, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Organic practices.",96,
IIA0006,DIAGNOSTIK PENYAKIT DAN PEROSAK TANAMAN BUAH-BUAHAN (MELON),Diagnostic disease and pests of fruit crops (melon),"This course offers a deep dive into Diagnostic disease, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostic practices.",95,
IIA0008,PENGURUSAN & PELAKSANAAN PROJEK PERTANIAN,Management & Implementation of Agriculture Project,"This course offers a deep dive into Management &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",90,
IIA0009,INTERNET OF THINGS (IOT),Internet of Things (IoT),"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",94,
IIA0010,PENGURUSAN PEROLEHAN - SURAT SETUJU TERIMA (SST) DAN KONTRAK,Procurement Management - Letter of Acceptance (SST) and Contract,"This course offers a deep dive into Procurement Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Procurement practices.",48,
IIA0011,PENGURUSAN PEROSAK TANAMAN KELAPA,Coconut crop pest management,"This course offers a deep dive into Coconut crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coconut practices.",95,
IIA0012,PENGELUARAN SAYURAN PENDEKATAN SECARA IPM,Production of vegetable approach by IPM,"This course offers a deep dive into Production of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Production practices.",95,
IIA0013,TEKNOLOGI TANAMAN HALIA FERTIGASI,Fertilized Ginger Technology Technology,"This course offers a deep dive into Fertilized Ginger, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fertilized practices.",90,
IIA0014,STATISTICAL PACKAGE FOR THE SOCIAL SCIENCE (SPSS),Statistical Package for the Social Science (SPSS),"This course offers a deep dive into Statistical Package, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Statistical practices.",90,
IIA0015,PEMASARAN DIGITAL,Digital marketing,"Explore the nuances of Digital marketing with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",90,
IIA0016,PENGURUSAN KEWANGAN & BELANJAWAN NEGARA,National Financial Management & Budget,"This course offers a deep dive into National Financial, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of National practices.",42,
IIA0020,KESELAMATAN & KESIHATAN PEKERJAAN,Occupational Safety & Health,"This course offers a deep dive into Occupational Safety, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Occupational practices.",91,
IIA0023,PENGURUSAN TANAMAN CENDAWAN SISIR,The management of the mushroom mushroom,"This course offers a deep dive into The management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",90,
IIA0025,TATACARA PENGURUSAN KEWANGAN,Financial Management Procedures,"This course offers a deep dive into Financial Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Financial practices.",48,
IIA0026,PEMBIMBING MYGAP PESTICIDE FREE (MYGAP.PF),MyGap Pesticide FREE (mygap.pf),"This course offers a deep dive into MyGap Pesticide, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
IIA0027,PENGACARAAN & MODERATOR,FACTS & MODERATORS,"This course offers a deep dive into FACTS &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of FACTS practices.",115,
IIA0028,PENGURUSAN & AMALAN PERTANIAN DI BANDAR,Agricultural Management & Practice in the city,"This course offers a deep dive into Agricultural Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",94,
IIA0029,WEBINAR IMEJ & KETERAMPILAN DIRI,Image & Self -Skills Webinar,"This course offers a deep dive into Image &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Image practices.",35,
IIA0030,KESEDARAN KESELAMATAN PERLINDUNGAN,Protection safety awareness,"This course offers a deep dive into Protection safety, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Protection practices.",97,
IIA0031,TEKNOLOGI TANAMAN NANGKA,Jackfruit crop technology,"This course offers a deep dive into Jackfruit crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Jackfruit practices.",90,
IIA0032,PENYERAGAMAN TATACARA UJIAN BIJI BENIH SKIM PENGESAHAN BENIH PADI DI MAKMAL,Uniformation,"Explore the nuances of Uniformation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",90,
IIA0033,PEGAWAI AUDIT MYGAP PESTICIDE FREE (MYGAP.PF),MyGap Pesticide Free Audit Officer (MyGap.pf),"This course offers a deep dive into MyGap Pesticide, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
IIA0034,TEKNOLOGI RETORT,Retort technology,"Explore the nuances of Retort technology with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",156,
IIA0035,PENGHASILAN BENIH CENDAWAN BERKUALITI,The production of quality mushroom seeds,"This course offers a deep dive into The production, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",90,
IIA0036,PENGENDALIAN LEPAS TUAI & PEMPROSESAN PRIMER HERBA,Harvest Harvestment & Primary Herbal Processing,"This course offers a deep dive into Harvest Harvestment, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Harvest practices.",90,
IIA0037,PENGURUSAN FISIOLOGI TANAMAN SINGKAT MASA,Physiological management of short crops of time,"This course offers a deep dive into Physiological management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Physiological practices.",90,
IIA0039,TEKNOLOGI IOT HALIA FERTIGASI,IoT Technology Fertilizer ginger,"This course offers a deep dive into IoT Technology, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IoT practices.",90,
IIA0040,SKIM PENGESAHAN BENIH PADI KEPADA PEGAWAI INSPEKTORAT,Paddy Seed Verification Scheme to Inspectorate Officer,"This course offers a deep dive into Paddy Seed, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Paddy practices.",90,
IIA0041,MEREKA BENTUK & PENILAIAN TEKNIKAL SISTEM SOLAR,Designing & Technical Evaluation of Solar System,"This course offers a deep dive into Designing &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Designing practices.",94,
IIA0042,PENGURUSAN TANAH PERSEKUTUAN,Federal Land Management,"This course offers a deep dive into Federal Land, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Federal practices.",93,
IIA0043,PENGURUSAN KUALITI AIR PERTANIAN,Agricultural Water Quality Management,"This course offers a deep dive into Agricultural Water, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",94,
IIA0044,EKSPERIMENTASI & BIOMETRIK PERTANIAN,Agricultural Experimentation & Biometric,"This course offers a deep dive into Agricultural Experimentation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",90,
IIA0046,PENGURUSAN TANAMAN DURIAN,Durian crop management,"This course offers a deep dive into Durian crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Durian practices.",90,
IIA0047,KULTUR TISU TUMBUHAN,Plant tissue culture,"This course offers a deep dive into Plant tissue, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Plant practices.",94,
IIA0048,PENGENALAN KEPADA ANALISIS RISIKO PEROSAK DALAM SKOP BIOSEKURITI TUMBUHAN,Introduction to pest risk analysis in the scope of plant biosecurity,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
IIA0049,PEMANDUAN BERHEMAH SIRI 2,Prudent driving series 2,"This course offers a deep dive into Prudent driving, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Prudent practices.",94,
IIA0050,PENGENALAN SUMBER AIR & REKABENTUK INFRASTRUKTUR SUMBER AIR,Introduction of Water Resources & Infrastructure Design,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",94,
IIA0052,PEMBIMBING MYGAP SKOP PESTICIDE FREE (MYGAP.PF),MYGAP MYGAP SCOPE PESICIDE FREE (MYGAP.PF),"This course offers a deep dive into MYGAP MYGAP, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",90,
IIA0054,PENYEDIAAN SPESIFIKASI SEBUT HARGA/TENDER & PENYEDIAAN SURAT SETUJU TERIMA & DOKUMEN KONTRAK,Preparation of Quotation/Tender Specifications & Preparation of Letter of Acceptance & Contract Documents,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
IIA0056,PENGURUSAN KENDERAAN KERAJAAN,Government vehicle management,"This course offers a deep dive into Government vehicle, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",59,
ISA0002,PELAN KOMUNIKASI STRATEGIK,Strategic Communication Plan,"This course offers a deep dive into Strategic Communication, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Strategic practices.",183,
ISA0003,TED TALK,Ted talk,"Explore the nuances of Ted talk with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",115,
ISA0004,JURUACARA PROFESIONAL,Professional speaker,"Explore the nuances of Professional speaker with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",115,
ISA0006,PENGURUSAN MEDIA,Media management,"Explore the nuances of Media management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",189,
ISA0008,THE MAKING OF E-MAGAZINE,The Making of E-Magazine,"This course offers a deep dive into The Making, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",177,
ISA0009,POWER POINT FOR PROFESSIONAL,Power Point for Professional,"This course offers a deep dive into Power Point, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",190,
ISA0010,SERANGAN BERITA PALSU APA PERSEDIAAN KITA?,Fake news attacks What are our preparations?,"This course offers a deep dive into Fake news, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fake practices.",183,
ISA0012,EXCEL DATA ANALYTIC (BASIC),Excel Analytic Data (Basic),"This course offers a deep dive into Excel Analytic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Excel practices.",5,
ISA0013,NEW MEDIA COMMUNICATION,New Media Communication,"This course offers a deep dive into New Media, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of New practices.",189,
ISA0017,KOMUNIKASI ORGANISASI,Organizational communication,"Explore the nuances of Organizational communication with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",116,
ISB0002,BETTER PRONUNCIATION FOR RTM NEWSCASTERS,Better Pronunciation for RTM Newscasters,"This course offers a deep dive into Better Pronunciation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Better practices.",50,
JAA0001,TRANSFORMASI TEKNOLOGI DAN PENGURUSAN TANAMAN NANAS 2.0 INTERMEDIATE (UPSKILLING-PP),Technology Transformation and Pineapple Management 2.0 Intermediate (Upskilling-PP),"This course offers a deep dive into Technology Transformation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Technology practices.",90,
KA0001,ASAS PENGGUNAAN SISTEM PENGURUSAN ADUAN AWAM (SISPAA),Basis of Public Complaint Management System (SISPAA),"This course offers a deep dive into Basis of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basis practices.",2,
KAA0001,FAMILIARISASI EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA),Public Sector Conducive Ecosystem Families (EKSA),"This course offers a deep dive into Public Sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",103,
KAA0002,KESELAMATAN DOKUMEN RASMI,Security of official documents,"This course offers a deep dive into Security of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Security practices.",105,
KAA0003,MASTER OF CEREMONIES,Master of Ceremonies,"This course offers a deep dive into Master of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Master practices.",113,
KAA0004,E-POSTER ANIMASI GRAFIK/MONTAJ MS POWERPOINT,E-Poster Animation Graph/Montaj MS PowerPoint,"This course offers a deep dive into E-Poster Animation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of E-Poster practices.",72,
KAA0005,DESIGN THINKING FOR CREATIVE PROBLEM SOLVING,Design Thinking for Creative Problem Solving,"This course offers a deep dive into Design Thinking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",148,
KAA0007,PENGENALAN KEPADA MPSAS,Introduction to MPSAS,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",134,
KAA0008,PEMBACAAN BERKESAN,Effective reading,"Explore the nuances of Effective reading with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",151,
KAA0009,BENGKEL AUDIT DALAM EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA),Audit Workshop in the Public Sector Conductive Ecosystem (EKSA),"This course offers a deep dive into Audit Workshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Audit practices.",149,
KAA0010,IMPLEMENTASI HACCP (UPSKILLING PP),HACCP Implementation (UPSKILLING PP),"This course offers a deep dive into HACCP Implementation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of HACCP practices.",158,
KAA0011,PENGENALAN BIOSEKURITI DAN APLIKASI DALAM SEKTOR AKUAKULTUR (UPSKILLING PP),Introduction of Biosecurities and Applications in the Aquaculture Sector (UPSKILLING PP),"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",171,
KAA0012,FAMILIARISASI DAN AUDIT DALAMAN EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA),Families and Internal Audit of the Public Sector Conducing Ecosystem (EKSA),"This course offers a deep dive into Families and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Families practices.",56,
KAA0013,BENGKEL BIBLIOTERAPI BUKU DAN MEMBACA TERAPI JIWA MALAYSIA MADANI,Bibliotherapy Workshop Books and Reading Malaysian Psychiatric Therapy,"This course offers a deep dive into Bibliotherapy Workshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Bibliotherapy practices.",151,
KAA0014,PENTAULIAHAN PENGACARAAN PROFESIONAL (3P),Professional commissioning (3P),"This course offers a deep dive into Professional commissioning, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professional practices.",81,
KAA0015,PROGRAM TRANSFORMASI MINDA,Mind Transformation Program,"This course offers a deep dive into Mind Transformation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mind practices.",81,
KAA0016,BENGKEL PERPUSTAKAAN KELUARGA,Family Library Workshop,"This course offers a deep dive into Family Library, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Family practices.",151,
KAA0017,PEMAHAMAN DAN PELAKSANAAN MS ISO 90012015,MS ISO 90012015 Understanding and Implementation,"This course offers a deep dive into MS ISO, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MS practices.",106,
KAA0018,FLOOR MANAGER (FM) DALAM PENGURUSAN MAJLIS INSTITUT TADBIRAN AWAM NEGARA,Floor Manager (FM) in the management of the National Institute of Public Administration Council,"This course offers a deep dive into Floor Manager, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Floor practices.",106,
KAA0019,KEJURUTERAAN AKUAKULTUR - REKA BENTUK TEKNOLOGI SISTEM TERNAKAN AKUAKULTUR AIR TAWAR DAN MARIN (UPSKILLING PP),Aquaculture Engineering - Technology Design of Freshwater and Marine Aquaculture System (UPSKILLING PP),"This course offers a deep dive into Aquaculture Engineering, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Aquaculture practices.",153,
KAA0020,PENGENDALIAN MAKANAN KE ARAH PENSIJILAN (UPSKILLING PP),Food handling towards certification (UPSKILLING PP),"This course offers a deep dive into Food handling, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Food practices.",158,
KAA0021,ISO 90012015 PELAKSANAAN PENGURUSAN RISIKO,ISO 90012015 Risk Management Implementation,"This course offers a deep dive into ISO 90012015, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ISO practices.",106,
KAA0022,ISO 90012015 AUDIT DALAMAN,ISO 90012015 Internal Audit,"This course offers a deep dive into ISO 90012015, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ISO practices.",106,
KAB0001,BENGKEL TRAIN THE TRAINER PEGAWAI INTAN,The Trainer of the Trainer of the Intan Officer,"This course offers a deep dive into The Trainer, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",87,
KBA0001,POWER UP YOUR ENGLISH EFFECTIVE LETTERS AND EMAILS,Power Up Your English Effective Letters and Emails,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,https://www.dtims.intan.my/detail_course/CS4Ts1WBTaVhSKPX
KBA0002,POWER UP YOUR ENGLISH SERIES BETTER PRONUNCIATION,Power Up Your English Series Better Pronunciation,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0003,POWER UP YOUR ENGLISH SERIES EFFECTIVE REPORT WRITING,Power Up Your English Series Effective Report Writing,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0004,POWER UP YOUR ENGLISH SERIES EFFECTIVE ORAL PRESENTATION,Power Up Your English Series Effective Oral Presentation,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0005,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS GRAMMAR ESSENTIALS,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS GRAMMAR ESSENTIALS,"This course offers a deep dive into LANGUAGE AWARENESS, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of LANGUAGE practices.",50,
KBA0006,POWER UP YOUR ENGLISH SERIES WRITING ESSENTIALS,Power Up Your English Series Writing Essentials,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0007,LANGUAGE AWARENESS FOR COMMUNICATION SUCCESS BASIC GRAMMAR,Language Awareness for Communication Success Basic Grammar,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
KBA0008,BAHASA MANDARIN UNTUK INTERAKSI HARIAN,Mandarin language for daily interaction,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,https://www.dtims.intan.my/detail_course/enB8aJMIPnJ6R37k
KBA0009,BAHASA MANDARIN INTENSIF,BAHASA MANDARIN INTENSIF,"This course offers a deep dive into BAHASA MANDARIN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BAHASA practices.",51,
KBA0010,BAHASA MANDARIN UNTUK PEGAWAI IMIGRESEN,Mandarin for Immigration Officer,"This course offers a deep dive into Mandarin for, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KBA0011,BAHASA MANDARIN UNTUK KHIDMAT PELANGGAN,Mandarin language for customer service,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KBA0012,ENHANCING SERVICE DELIVERY SERIES ENGLISH FOR CUSTOMER SERVICE,ENHANCING SERVICE DELIVERY SERIES ENGLISH FOR CUSTOMER SERVICE,"This course offers a deep dive into ENHANCING SERVICE, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ENHANCING practices.",50,
KBA0013,ENHANCING SERVICE DELIVERY SERIES EFFECTIVE TELEPHONE SKILLS,Enhancing Service Delivery Series Effective Telephone Skills,"This course offers a deep dive into Enhancing Service, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
KBA0014,POWER UP YOUR ENGLISH EFFECTIVE NOTE TAKING AND SUMMARIZING SKILLS,Power up your english effective note taking and summarizing skills,"This course offers a deep dive into Power up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0015,POWER UP YOUR ENGLISH SPEAK BETTER ENGLISH,POWER UP YOUR ENGLISH SPEAK BETTER ENGLISH,"This course offers a deep dive into POWER UP, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of POWER practices.",50,
KBA0016,ENHANCING DELIVERY SERVICE ENGLISH FOR FUNCTIONAL PURPOSES,Enhancing Delivery Service English for Functional Purposes,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
KBA0017,BAHASA MANDARIN KOMUNIKASI HARIAN TAHAP 1,BAHASA MANDARIN KOMUNIKASI HARIAN TAHAP 1,"This course offers a deep dive into BAHASA MANDARIN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BAHASA practices.",51,
KBA0018,PEMBINAAN MUNSYI MUDA BAHASA,The construction of a young municipal municipal,"This course offers a deep dive into The construction, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",49,
KBA0019,PEMANTAPAN MUNSYI MUDA BAHASA,PEMANTAPAN MUNSYI MUDA BAHASA,"This course offers a deep dive into PEMANTAPAN MUNSYI, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PEMANTAPAN practices.",49,
KBA0021,"PENULISAN DOKUMEN RASMI KERAJAAN (SURAT RASMI, MEMO, E-MEL)","Government official document writing (official letter, memo, email)","This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
KBA0022,"PENULISAN DOKUMEN RASMI KERAJAAN (MINIT MESYUARAT, KERTAS KERJA, LAPORAN)","PENULISAN DOKUMEN RASMI KERAJAAN (MINIT MESYUARAT, KERTAS KERJA, LAPORAN)","This course offers a deep dive into PENULISAN DOKUMEN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENULISAN practices.",49,
KBA0023,PUBLIC SPEAKING COURSE INTAN TALK YOUR WAY TO THE TOP,Public Speaking Course Intan Talk your way to the top,"This course offers a deep dive into Public Speaking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",50,
KBA0024,ASAS PENULISAN TEKS UCAPAN KERAJAAN,The basis of writing the text of the government's speech,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",49,https://www.dtims.intan.my/detail_course/iXVa7dvyawOCNWa5
KBA0026,PEMBACAAN BERKESAN,Effective reading,"Explore the nuances of Effective reading with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",49,
KBA0027,ASAS BAHASA TAMIL (LISAN) UNTUK PEGAWAI BARISAN HADAPAN PERKHIDMATAN AWAM,Tamil Basics (Oral) for Public Service Front Officers,"This course offers a deep dive into Tamil Basics, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Tamil practices.",173,
KBA0028,ASAS BAHASA THAI (LISAN) UNTUK PEGAWAI BARISAN HADAPAN PERKHIDMATAN AWAM,Thai Basics (Oral) for Public Service Front Officers,"This course offers a deep dive into Thai Basics, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Thai practices.",172,
KBA0030,BAHASA MANDARIN HSK TAHAP 1,Mandarin HSK Level 1,"This course offers a deep dive into Mandarin HSK, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KBE1001,MODUL DPA ENGLISH FOR EFFECTIVE SPEAKING AND WRITING,DPA English Module for Effective Speaking and Writing,"This course offers a deep dive into DPA English, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of DPA practices.",50,
KCA0001,BENGKEL ASAS KEJURUTERAAN KEPERLUAN SISTEM,Basic Workshop of system engineering engineering,"This course offers a deep dive into Basic Workshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",4,
KCA0002,BENGKEL PENGUJIAN DARI SPESIFIKASI KEPERLUAN SISTEM KEPADA PENGUJIAN SISTEM,Testing Workshop from System Requirements Specifications to System Testing,"This course offers a deep dive into Testing Workshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Testing practices.",4,
KCA0004,BENGKEL PENGUMPULAN KEPERLUAN BAGI SISTEM APLIKASI,Needs Collection Workshop for Application System,"This course offers a deep dive into Needs Collection, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Needs practices.",4,
