course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
CCA0032,Rice crop technology,,,,"This course offers a deep dive into Rice crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Rice practices.",90,
IAA0001,Formulation and manufacture of ruminant livestock (upskilling-pp),,,,"This course offers a deep dive into Formulation and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Formulation practices.",90,
CCA0027,TBM and Pesticide Free Site Inspection,,,,"This course offers a deep dive into TBM and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of TBM practices.",90,
DDA0050,Calculation of paddy yield components,,,,"This course offers a deep dive into Calculation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Calculation practices.",90,
EEA0047,MyGap and Myorganic guidance officer,,,,"This course offers a deep dive into MyGap and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
EEA0044,Non -Food Crop Audit Officer (MyGap.TBM),,,,"This course offers a deep dive into Non -Food, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Non practices.",90,
ENA0001,Hydroponic Basic Crop Technology (NFT) leafy vegetables - Sawi (Series 1) - (Upskilling GS),,,,"This course offers a deep dive into Hydroponic Basic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Hydroponic practices.",90,
DDA0053,High quality honey honey production technology,,,,"This course offers a deep dive into High quality, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of High practices.",90,
IIA0032,Uniformation,,,,"Explore the nuances of Uniformation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",90,
IIA0033,MyGap Pesticide Free Audit Officer (MyGap.pf),,,,"This course offers a deep dive into MyGap Pesticide, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
EMA0001,Smart Farming Fertilizer (Smart Farming) - Series 1 (Upskilling GS),,,,"This course offers a deep dive into Smart Farming, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Smart practices.",90,
IAA0012,Agroplant Potential Potential (Upskilling-GS),,,,"This course offers a deep dive into Agroplant Potential, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agroplant practices.",90,
EDA0001,UPSKILLING & RESKILLING Basic Crop Technology Chili Fertilization (Series 3),,,,"This course offers a deep dive into UPSKILLING &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of UPSKILLING practices.",90,
IIA0036,Harvest Harvestment & Primary Herbal Processing,,,,"This course offers a deep dive into Harvest Harvestment, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Harvest practices.",90,
IAA0004,UPSKILLING CROP CUTTING TEST (CCT) (UPSKILLING-PP),,,,"This course offers a deep dive into UPSKILLING CROP, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of UPSKILLING practices.",90,
IIA0035,The production of quality mushroom seeds,,,,"This course offers a deep dive into The production, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",90,
IIA0037,Physiological management of short crops of time,,,,"This course offers a deep dive into Physiological management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Physiological practices.",90,
MMA0004,NFT Hydroponic Plants (leafy vegetables) Series 1- (Talent Pool),,,,"This course offers a deep dive into NFT Hydroponic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of NFT practices.",90,
IIA0039,IoT Technology Fertilizer ginger,,,,"This course offers a deep dive into IoT Technology, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IoT practices.",90,
IIA0040,Paddy Seed Verification Scheme to Inspectorate Officer,,,,"This course offers a deep dive into Paddy Seed, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Paddy practices.",90,
ETA0002,Terengganu Sweet Melon Fertilization Technology (Upskilling GS),,,,"This course offers a deep dive into Terengganu Sweet, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Terengganu practices.",90,
DDA0056,MYGAP Site Inspection Enhancement,,,,"This course offers a deep dive into MYGAP Site, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",90,
MMA0005,NFT Hydroponic Plants (leafy vegetables) Series 2- (Talent Pool),,,,"This course offers a deep dive into NFT Hydroponic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of NFT practices.",90,
IIA0044,Agricultural Experimentation & Biometric,,,,"This course offers a deep dive into Agricultural Experimentation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",90,
IIA0046,Durian crop management,,,,"This course offers a deep dive into Durian crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Durian practices.",90,
IAA0006,Agricultural Project Implementation Management (Upskilling-PP),,,,"This course offers a deep dive into Agricultural Project, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",90,
IIA0031,Jackfruit crop technology,,,,"This course offers a deep dive into Jackfruit crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Jackfruit practices.",90,
EMB0001,Basic Crop Technology Chili Fertilization Series 2 Upskilling GS,,,,"This course offers a deep dive into Basic Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",90,
IAA0014,Dairy Livestock Technology (Upskilling-GS),,,,"This course offers a deep dive into Dairy Livestock, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Dairy practices.",90,
CCA0068,A combination of fruit breeding by combining,,,,"This course offers a deep dive into A combination, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of A practices.",90,
CCA0057,Management of rice crop and after the Harvest,,,,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",90,
CCA0063,Characterization of durian & mango varieties,,,,"This course offers a deep dive into Characterization of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Characterization practices.",90,
CCA0060,Diagnostics of rice crops,,,,"This course offers a deep dive into Diagnostics of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostics practices.",90,
DDA0069,The production of quality and potential mushrooms,,,,"This course offers a deep dive into The production, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",90,
CCA0059,MyGap mentor scope of food sub -sector (MyGap),,,,"This course offers a deep dive into MyGap mentor, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
CCA0066,Land Management Series 2,,,,"This course offers a deep dive into Land Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Land practices.",90,
CCA0064,The basis of land use investigation,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",90,
CCA0058,Package of sweet corn technology technology,,,,"This course offers a deep dive into Package of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Package practices.",90,
CCA0062,Basis of New Plant Variet Examiner (Act 634) Year 2024,,,,"This course offers a deep dive into Basis of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basis practices.",90,
DDA0057,Audit Audit in MS ISO 90012015 Agricultural Development Services 2024,,,,"This course offers a deep dive into Audit Audit, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Audit practices.",90,
IIA0052,MYGAP MYGAP SCOPE PESICIDE FREE (MYGAP.PF),,,,"This course offers a deep dive into MYGAP MYGAP, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",90,
DDA0064,The design of the city garden landscape,,,,"This course offers a deep dive into The design, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",90,
DDA0071,Durian Crop Technology Package,,,,"This course offers a deep dive into Durian Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Durian practices.",90,
DDA0079,East Zone Effective Development Communication Skills,,,,"This course offers a deep dive into East Zone, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of East practices.",90,
DDA0070,Management of crop crops,,,,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",90,
DDA0077,Microrganism technology is beneficial (Tem - Bokashi and Plant Booster),,,,"This course offers a deep dive into Microrganism technology, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microrganism practices.",90,
DDA0066,MYGAP Audit Officer Scope of Bee & Nutrition (MyGap.am) Scope,,,,"This course offers a deep dive into MYGAP Audit, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",90,
CCA0078,Agricultural mathematics,,,,"Explore the nuances of Agricultural mathematics with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",90,
DDA0063,MyGAP mentor scope of bee & wrinkle preservation (mygap.am),,,,"This course offers a deep dive into MyGAP mentor, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGAP practices.",90,
CCA0069,MyGAP Audit Officer Scope of Food Crop Subsector (MyGap),,,,"This course offers a deep dive into MyGAP Audit, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGAP practices.",90,
CCA0079,MyGAP Audit Officer Scope Pesticide Free (MyGap.pf),,,,"This course offers a deep dive into MyGAP Audit, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGAP practices.",90,
AAA0029,Food Safety and Quality (Upskilling-PP),,,,"This course offers a deep dive into Food Safety, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Food practices.",90,
EEA0020,MS ISO/IEC 170252017 Procedures of Method Validation and Verification,,,,"This course offers a deep dive into MS ISO/IEC, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MS practices.",91,
IIA0020,Occupational Safety & Health,,,,"This course offers a deep dive into Occupational Safety, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Occupational practices.",91,
EEA0030,The management and practice of urban agriculture,,,,"This course offers a deep dive into The management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",91,
EEA0041,Inspection Officer of Crop Material Verification Scheme (SPBT),,,,"This course offers a deep dive into Inspection Officer, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Inspection practices.",91,
DDA0044,Identification of selected crop varieties,,,,"This course offers a deep dive into Identification of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Identification practices.",91,
DDA0065,"Project planning, management and evaluation",,,,"This course offers a deep dive into Project planning,, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Project practices.",91,
DDA0083,Occupational Safety and Health of the Agriculture Sector,,,,"This course offers a deep dive into Occupational Safety, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Occupational practices.",91,
CCA0012,Management of Livestock Food (Napier & Corn),,,,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",92,
DDA0002,Components of Revenue & Rice Federation,,,,"This course offers a deep dive into Components of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Components practices.",92,
EEA0012,Vertical Farming,,,,"Explore the nuances of Vertical Farming with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",92,
DDA0012,CPS (Crop Production Survey),,,,"This course offers a deep dive into CPS (Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of CPS practices.",92,
EEA0024,Fertilization in Sustainable Agriculture,,,,"This course offers a deep dive into Fertilization in, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fertilization practices.",92,
EEA0023,The cultivation and management of orchid crops,,,,"This course offers a deep dive into The cultivation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",92,
EEA0050,Agronomy of vegetable plants (leaves and fruits),,,,"This course offers a deep dive into Agronomy of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agronomy practices.",92,
CCA0025,The investigation of rice production,,,,"This course offers a deep dive into The investigation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",92,
CCA0030,Design of Irrigation & Flowing,,,,"This course offers a deep dive into Design of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",92,
AAA0012,Upskilling watermelon (upskilling-pp),,,,"This course offers a deep dive into Upskilling watermelon, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",92,
AAA0018,Smart Farming Technology (Upskilling-GS),,,,"This course offers a deep dive into Smart Farming, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Smart practices.",92,
AAA0021,Upskilling of durian crop (upskilling-GS),,,,"This course offers a deep dive into Upskilling of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",92,
AAA0020,Melon Fertility Technology and cultivation (Upskilling-GS),,,,"This course offers a deep dive into Melon Fertility, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Melon practices.",92,
AAA0024,Upskilling Coconut Crop (Upskilling-GS),,,,"This course offers a deep dive into Upskilling Coconut, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",92,
AAA0015,Upskilling and Reskilling Durian Crop Management (Upskilling-PP),,,,"This course offers a deep dive into Upskilling and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",92,
CCA0070,Manggis Crop Technology Package,,,,"This course offers a deep dive into Manggis Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Manggis practices.",92,
EEA0068,Package of jackfruit crop technology,,,,"This course offers a deep dive into Package of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Package practices.",92,
EEA0070,Package of banana crop technology,,,,"This course offers a deep dive into Package of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Package practices.",92,
EEA0078,Diagnostics of a contender crop,,,,"This course offers a deep dive into Diagnostics of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostics practices.",92,
EEA0069,Napier technology,,,,"Explore the nuances of Napier technology with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",92,
EEA0076,Pitaya Crop Technology Package,,,,"This course offers a deep dive into Pitaya Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Pitaya practices.",92,
EEA0077,Package of coconut crop technology,,,,"This course offers a deep dive into Package of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Package practices.",92,
EEA0064,Keladi sweet potato crop management,,,,"This course offers a deep dive into Keladi sweet, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Keladi practices.",92,
DDA0081,Pesticide & fertilizer caliber,,,,"This course offers a deep dive into Pesticide &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Pesticide practices.",92,
CCA0003,MYGAP and MYGAP A.M site inspection,,,,"This course offers a deep dive into MYGAP and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",93,
DDA0006,Prudent use of pesticides,,,,"This course offers a deep dive into Prudent use, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Prudent practices.",93,
EEA0011,Introduction to crop varieties registration and crop characterization skills,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",93,
DDA0023,Pesticide Application Technology/ Pesticides Application Technology (PAT),,,,"This course offers a deep dive into Pesticide Application, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Pesticide practices.",93,
DHA0001,"Agricultural Product Enforcement Under Grading, Packaging and Labeling (3P) Regulations",,,,"This course offers a deep dive into Agricultural Product, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",93,
DHB0001,Agricultural Commodity Import and Eskport Procedures (Upskilling - PP),,,,"This course offers a deep dive into Agricultural Commodity, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",93,
DKA0001,Taking Cow/Goat Blood Sample Series 1 (Upskilling - PP),,,,"This course offers a deep dive into Taking Cow/Goat, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Taking practices.",93,
IIA0042,Federal Land Management,,,,"This course offers a deep dive into Federal Land, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Federal practices.",93,
DHA0002,"Agricultural Product Enforcement Under Grading, Packaging and Labeling (3P) Regulations (Upskilling-PP) [Series 1/2023]",,,,"This course offers a deep dive into Agricultural Product, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",93,
DGA0008,Laboratory sample analysis management for DNA Testing and Classification Series 1 (Upskilling-PP),,,,"This course offers a deep dive into Laboratory sample, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Laboratory practices.",93,
DKA0002,Taking Cow/Goat Blood Sample Series 2 (Upskilling - PP),,,,"This course offers a deep dive into Taking Cow/Goat, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Taking practices.",93,
DGA0009,Laboratory sample analysis management for DNA testing and classification (upskilling-PP),,,,"This course offers a deep dive into Laboratory sample, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Laboratory practices.",93,
FZA0007,Agriculture,,,,"Explore the nuances of Agriculture with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",94,
IIA0001,Artificial Intelligence (AI) Programming for Agriculture Applications,,,,"This course offers a deep dive into Artificial Intelligence, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Artificial practices.",94,
CCA0014,The use of Google Earth and Avenza mobile apps in agricultural projects,,,,"This course offers a deep dive into The use, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",94,
CCA0021,Low land cabbage crop technology,,,,"This course offers a deep dive into Low land, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Low practices.",94,
IIA0003,IR 4.0 Technology in Agriculture Plant Factory,,,,"This course offers a deep dive into IR 4.0, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IR practices.",94,
CCA0009,A solar energy system,,,,"This course offers a deep dive into A solar, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of A practices.",94,
EEA0017,Durian crop technology,,,,"This course offers a deep dive into Durian crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Durian practices.",94,
CCA0015,Introduction of drone technology for agricultural data intake and mapping application,,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",94,
DDA0008,Papaya crop technology,,,,"This course offers a deep dive into Papaya crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Papaya practices.",94,
IIA0009,Internet of Things (IoT),,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",94,
DDA0024,Durian crop technology and recognition (criteria and standards of durian fruit assessment),,,,"This course offers a deep dive into Durian crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Durian practices.",94,
EEA0028,The design of irrigation and drainage,,,,"This course offers a deep dive into The design, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",94,
DDA0015,Design of Irrigation & Flowing,,,,"This course offers a deep dive into Design of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",94,
DDA0016,Chile fertilization is highly successful,,,,"This course offers a deep dive into Chile fertilization, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Chile practices.",94,
DDA0018,GPS & GIS app,,,,"This course offers a deep dive into GPS &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of GPS practices.",94,
DDA0021,Mandatory AOD Integrated Pest Management (IPM) East Zone,,,,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",94,
EEA0031,"Production of project presentation paper in the form of 2D, 3D and 4D using realtime software",,,,"This course offers a deep dive into Production of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Production practices.",94,
EEA0049,Durian listing (adult and seedlings),,,,"This course offers a deep dive into Durian listing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Durian practices.",94,
EEA0051,Coconut Planting Technology,,,,"This course offers a deep dive into Coconut Planting, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coconut practices.",94,
DDA0034,"Drone use for fertilization, pest control & weeds",,,,"This course offers a deep dive into Drone use, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Drone practices.",94,
DDA0031,Mango crop technology,,,,"This course offers a deep dive into Mango crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mango practices.",94,
CCA0041,Prudent driving series 1,,,,"This course offers a deep dive into Prudent driving, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Prudent practices.",94,
IIA0028,Agricultural Management & Practice in the city,,,,"This course offers a deep dive into Agricultural Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",94,
EBA0001,Hands On Increases the production and harvesting of chili fertilization through the IoT system (upskilling GS),,,,"This course offers a deep dive into Hands On, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Hands practices.",94,
CCA0051,"Production of project presentation paper in the form of 2D, 3D and 4D using RealTime software",,,,"This course offers a deep dive into Production of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Production practices.",94,
IIA0041,Designing & Technical Evaluation of Solar System,,,,"This course offers a deep dive into Designing &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Designing practices.",94,
ETA0001,Basic Crop Technology Chili Fertilization (Series 4) - Upskilling GS,,,,"This course offers a deep dive into Basic Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",94,
IAA0013,Packaging Design Technology and Entrepreneur Product Labeling (Upskilling-GS),,,,"This course offers a deep dive into Packaging Design, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Packaging practices.",94,
IIA0047,Plant tissue culture,,,,"This course offers a deep dive into Plant tissue, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Plant practices.",94,
MMA0001,Drone Handling for Agriculture Drone Pilot (ADP) - (UPSKILLING PP),,,,"This course offers a deep dive into Drone Handling, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Drone practices.",94,
EJA0003,Melon Rock Fertility Plant Technology (Upskilling GS),,,,"This course offers a deep dive into Melon Rock, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Melon practices.",94,
EJA0004,NFT Hydroponic Hydroponic Crop Technology (Upskilling GS),,,,"This course offers a deep dive into NFT Hydroponic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of NFT practices.",94,
IIA0043,Agricultural Water Quality Management,,,,"This course offers a deep dive into Agricultural Water, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",94,
DDA0049,"NFT, DFT and Vertical Farming technology packages for vegetable plants towards Veggie Factory",,,,"This course offers a deep dive into NFT, DFT, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of NFT, practices.",94,
IAA0002,IR 4.0 Smart Farming Technology (Upskilling-PP),,,,"This course offers a deep dive into IR 4.0, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IR practices.",94,
IIA0049,Prudent driving series 2,,,,"This course offers a deep dive into Prudent driving, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Prudent practices.",94,
AAA0019,IoT and Technological Vegetable Plants (Upskilling-GS),,,,"This course offers a deep dive into IoT and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IoT practices.",94,
IAA0003,Upskilling the efficiency of boat handling (upskiilling-pp),,,,"This course offers a deep dive into Upskilling the, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",94,
IIA0050,Introduction of Water Resources & Infrastructure Design,,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",94,
IAA0008,Internet of Things (IoT) Agriculture (Upskilling-PP),,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",94,
FZA0011,Digital Agriculture (Smart Farming),,,,"This course offers a deep dive into Digital Agriculture, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Digital practices.",94,
CCA0071,"Design of irrigation, maintenance & drainage of fruit crops",,,,"This course offers a deep dive into Design of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",94,
CCA0065,The basis of arcgis,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",94,
EEA0074,Logistics Management and Vehicle Maintenance Knowledge Skills,,,,"This course offers a deep dive into Logistics Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Logistics practices.",94,
EEA0082,High quality honey honey production technology,,,,"This course offers a deep dive into High quality, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of High practices.",94,
EEA0083,Dutch Durian Technology Package,,,,"This course offers a deep dive into Dutch Durian, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Dutch practices.",94,
DDA0067,Fruit Vegetable Fertilization Management,,,,"This course offers a deep dive into Fruit Vegetable, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fruit practices.",94,
DDA0074,The management of the mushrooms,,,,"This course offers a deep dive into The management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",94,
IIA0006,Diagnostic disease and pests of fruit crops (melon),,,,"This course offers a deep dive into Diagnostic disease, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostic practices.",95,
CCA0011,Mandatory AOD Integrated Pest Management (IPM) Series 1,,,,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",95,
CCA0016,Introduction to Biosecurity of Plant Series 1,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
IIA0011,Coconut crop pest management,,,,"This course offers a deep dive into Coconut crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coconut practices.",95,
IIA0012,Production of vegetable approach by IPM,,,,"This course offers a deep dive into Production of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Production practices.",95,
